"published_date",doi,title,authors,affiliations
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0030","Solution of the Kondo problem for an orbital singlet","[""P. B. Wiegmann"",""A. M. Tsvelik""]","[""L. D. Landau Institute of Theoretical Physics, Academy of Sciences of the USSR, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0002","VAPORIZATION OF METAL ABSORBING LASER RADIATION","[""S. I. ANISIMOV""]","[""Institute of Theoretical Physics, Academy of Sciences, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0018","Investigation of singularities in superfluid He3 in liquid crystals by the homotopic topology methods","[""G. E. Volovik"",""V. P. Mineev""]","[""L. D. Landau Institute of Theoretical Physics, USSR Academy of Sciences: Institute of Solid State Physics, USSR Academy of Sciences, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0032","Vortices with Ferromagnetic Superfluid Core in 3He-B","[""M. M. Salomaa"",""G. E. Volovik""]","[""Low Temperature Laboratory, Helsinki University of Technology, SF-02150 Espoo 15, Finland"",""L. D. Landau Institute for Theoretical Physics, Academy of Sciences, 117334 Moscow, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0070","CURRENT ALGEBRA AND WESS-ZUMINO MODEL IN TWO DIMENSIONS","[""V. G. KNIZHNIK"",""A. B. ZAMOLODCHIKOV""]","[""Landau Institute of Theoretical Physics, Moscow, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0007","PHASE TRANSITION IN UNIAXIAL FERROELECTRICS","[""A. I. LARKIN"",""D. E. KHMEL'NITSKIĬ""]","[""Institute of Theoretical Physics, U.S.S.R. Academy of Sciences, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0008","CONTRIBUTION TO THE THEORY OF DOMAIN STRUCTURES","[""I. A. PRIVOROTSKIĬ""]","[""L. D. Landau Institute of Theoretical Physics, USSR Academy of Sciences, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0017","Recursion equations in gauge field theories","[""A. A. Migdal""]","[""L. D. Landau Institute of Theoretical Physics, USSR Academy of Sciences, USSR""]"
"August 1st 1996, 00:00:00.000","10.1142/9789814317344_0009","DENSITY ATTENUATION OF SURFACE MAGNETIC STATES","[""L. A. FAL'KOVSKIĬ""]","[""L. D. Landau Institute of Theoretical Physics, USSR Academy of Sciences, USSR""]"
"May 1st 1996, 00:00:00.000","10.999999/ADA325036","International Workshop on Ion Beam Surface Technology, May 20-22, 1996, Tomsk, Russia,","[""Gennady Remnev"",""Anthony J. Perry""]","[""Tomsk Polytechnic Inst  (Ussr)""]"
"May 1st 1996, 00:00:00.000","10.999999/ADA322290","Investigation of Pilot Induced Oscillation Tendency and Prediction Criteria Development.","[""Alexander V. Efremov"",""Victor V. Rodchenko"",""Sergey Boris""]","[""Moscow Inst Of Aviation Technology (Ussr)""]"
"January 1st 1996, 00:00:00.000","10.999999/ADA358904","Development of PPT Laboratory Model Which is as Close to the Flight One as Possible","[""Nikolay Antropov""]","[""Research Inst Of Applied Mechanics And Electrodynamics  Moscow (Ussr)""]"
"December 1st 1995, 00:00:00.000","10.999999/ADA311320","Numerical/Optical Simulation of Laser Beam Propagation Through Atmospheric Turbulence.","[""Sergei S. Chesnokov"",""Valerii P. Kandidov"",""Victor I. Shmalhausen"",""Vladimir V. Shuvalov""]","[""Moscow State Univ  (Ussr)""]"
"November 20th 1995, 00:00:00.000","10.7124/bc.00040a","Organ-specific gene expression in transgenic potato: the cloning a new promoter of a class I patatin gene","[""I. M. Yefimenko"",""T. V. Medvedeva"",""P. G. Kovalenko"",""K. G. Gazaryan"",""A. P. Galkin""]","[""Institute of Bioorganic Chemistry and Petrochemistry, National Academy of Sciences of Ukraine"",""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"August 1st 1995, 00:00:00.000","10.1142/9789812831576_0006","ELECTRICAL AND THERMOELECTRIC PROPERTIES OF DISORDERED METALLIC BINARY CONTINUOUS SOLID SOLUTIONS","[""A. T. Burkov"",""M. V. Vedernikov""]","[""A.F. Ioffe Physico - Technical Institute, Academy of Sciences of the USSR, 1942021 St. Peterburg, USSR""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0007","HOLOGRAPHIC STORAGE IN ELECTROOPTIC CRYSTALS.: II. BEAM COUPLING—LIGHT AMPLIFICATION","[""N. V. KUKHTAREV"",""V. B. MARKOV"",""S. G. ODULOV"",""M. S. SOSKIN"",""V. L. VINETSKII""]","[""Institute of Physics, Academy of Sciences of the Ukrainian SSR, 252650, Kiev, USSR, Ukraine""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812795878_0056","LIQUID AND SOLID ORGANIC PHOTOCATHODES","[""V. PESKOV"",""G. CHARPAK"",""P. MINÉ"",""F. SAULI"",""D. SCIGOCKI"",""J. SÉGUINOT"",""W. F. SCHMIDT"",""T. YPSILANTIS""]","[""Hahn-Meitner Institute, Berlin, FRG"",""Collège de, Paris, France"",""CERN, Geneva, Switzerland"",""Institute for Physical Problems, Moscow, USSR""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812795878_0057","NEW SCINTILLATORS FOR PHOTOSENSITIVE GASEOUS DETECTORS","[""G. Charpak"",""V. Peskov"",""D. Scigocki"",""J. Valbis""]","[""Inst. Solid-State Physics, Latvian State University, Riga, USSR"",""CERN, Geneva, Switzerland""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0046","Double phase-conjugate mirror: two-dimensional analysis","[""V. V. Eliseev"",""V. T. Tikhonchuk"",""A. A. Zozulya""]","[""General Physics Institute, Vavilov Street 38, Moscow 117942, USSR, Russia"",""Lebedev Physics Institute, Leninsky Prospekt 53, Moscow 117924, USSR, Russia""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0006","HOLOGRAPHIC STORAGE IN ELECTROOPTIC CRYSTALS.: I. STEADY STATE","[""N. V. KUKHTAREV"",""V. B. MARKOV"",""S. G. ODULOV"",""M. S. SOSKIN"",""V. L. VINETSKII""]","[""Institute of Physics, Academy of Sciences of the Ukranian SSR, 252650, Kiev, USSR, Ukraine""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0033","CONNECTION BETWEEN THE WAVE FRONTS OF THE REFLECTED AND EXCITING LIGHT IN STIMULATED MANDEL' SHTAM-BRILLOUIN SCATTERING","[""B.Ya. Zel'dovich"",""V. I. Popovichev"",""V. V. Ragul'skii"",""F. S. Faizullov""]","[""P.N. Lebedev Physics Institute, USSR Academy of Sciences, Russia""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0011","Photoinduced light scattering in cerium-doped barium strontium niobate crystals","[""V. V. Voronov"",""I. R. Dorosh"",""Yu. S. Kuz'minov"",""N. V. Tkachenko""]","[""P.N. Lebedeu Physics Institute, Academy of Sciences of the USSR, Moscow, Russia""]"
"July 1st 1995, 00:00:00.000","10.1142/9789812832047_0027","Phase Conjugation by Reflection Gratings in Electrooptic Crystals","[""N. V. Kukhtarev"",""T. I. Semenets"",""K. H. Ringhofer"",""G. Tomberger""]","[""Institute of Physics, Academy of Sciences of the Ukrainian SSR, Kiev, USSR, Ukraine"",""Fachbereich Physik, Universität. D-4500 Osnabrück, Fed. Rep., Germany""]"
"January 1st 1995, 00:00:00.000","10.1142/9789812797131_0022","ON THE NON-FREDHOLM OBLIQUE DERIVATIVE PROBLEM","[""Algimantas YANUSHAUSKAS""]","[""Institute of Mathematics, Siberian Branch of the USSR, 630090 Novosibirsk 90, USSR""]"
"January 1st 1995, 00:00:00.000","10.999999/ADA286990","Development of Algorithms and Programs for the Ray Nonlinear Radiotomography of the Ionosphere and Radiotomography Using Middle and High-Orbital Satellites.","[""Viatcheslav Kunitsyn""]","[""Moscow State Univ  (Ussr)""]"
"January 1st 1995, 00:00:00.000","10.999999/ADA380173","Phase Conjugation Progress in Ensemble of Double-Lambda Atoms","[""Yury Rozhdestvensky""]","[""State Optical Inst  Leningrad (Ussr)""]"
"January 1st 1995, 00:00:00.000","10.999999/ADA338878","Theoretical Investigations of Peculiarities of the Upper Stages Breakup Caused by Explosions of Mixing Hypergolic Propellants","[""Nickolay Smirnov""]","[""Moscow State Univ  (Ussr)""]"
"January 1st 1995, 00:00:00.000","10.999999/ADA338375","Development of Hollow Cathode of High Power Middle Pressure Arcjet.","[""Eujeni Vaulin""]","[""Aviatsionnyi Tekhnologicheskii Institutmoscow (Ussr)""]"
"January 1st 1995, 00:00:00.000","10.999999/ADA339387","Development of Algorithms and Programs for the Diffraction and Statistical Radiotomography of the Ionosphere","[""Vyatcheslav Kunitsyn""]","[""Moscow State Univ  (Ussr)""]"
"December 1st 1994, 00:00:00.000","10.1142/9789812812650_0033","Quantization of symplectic orbits of compact Lie groups by means of the functional integral","[""A. ALEKSEEV"",""L. FADDEEV"",""S. SHATASHVTLI""]","[""Leningrad Branch of V.A. Steklov Mathematical Institute, Fonanka 27, 191011, Leningrad, USSR""]"
"December 1st 1994, 00:00:00.000","10.1142/9789812812650_0018","THEORY OF NONABELIAN GOLDSTONE BOSONS IN TWO DIMENSIONS","[""A. POLYAKOV"",""P. B. WIEGMANN""]","[""Landau Institute of Theoretical Physics, Moscow, USSR""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0003","COMPACT GAUGE FIELDS AND THE INFRARED CATASTROPHE","[""A. M. POLYAKOV""]","[""Landau Institute for Theoretical Physics, Moscow, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0018","CONSTRUCTION OF INSTANTONS","[""M. F. ATIYAH"",""N. J. HITCHIN"",""V. G. DRINFELD"",""Yu. I. MANIN""]","[""Mathematical Institute, Oxford University, UK"",""Steklov Institute of Mathematics, Academy of Sciences of the USSR, Moscow, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0004","PSEUDOPARTICLE SOLUTIONS OF THE YANG-MILLS EQUATIONS","[""A. A. BELAVIN"",""A. M. POLYAKOV"",""A. S. SCHWARTZ"",""Yu. S. TYUPKIN""]","[""Landau Institute for Theoretical Physics, Academy of Sciences, Moscow, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0031","INSTANTONS IN NON-PERTURBATIVE QCD VACUUM","[""M. A. SHIFMAN"",""A. I. VAINSHTEIN"",""V. I. ZAKHAROV""]","[""Institute of Theoretical and Experimental Physics, Moscow 117259, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0044","ABC of instantons","[""A. I. Vaĭnshteĭn"",""V. I. Zakharov"",""V. A. NovikoV"",""M. A. Shifman""]","[""Institute of Theoretical and Experimental Physics, Moscow and Institute of Nuclear Physics, Siberian Branch, USSR Academy of Sciences, Novosibirsk, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0037","SUPERSYMMETRIC INSTANTON CALCULUS: Gauge theories with matter","[""V. A. NOVIKOV"",""M. A. SHIFMAN"",""A. I. VAINSHTEIN"",""V. I. ZAKHAROV""]","[""Institute of Theoretical and Experimental Physics, 117259 Moscow, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0032","COLLECTIVE-COORDINATE METHOD FOR QUASIZERO MODES","[""I. I. BALITSKY"",""A. V. YUNG""]","[""Leningrad Nuclear Physics Institute, Gatchina, Leningrad 188350, USSR, Russia""]"
"July 1st 1994, 00:00:00.000","10.1142/9789812794345_0036","SUPERSYMMETRY TRANSFORMATIONS OF INSTANTONS","[""V. A. NOVIKOV"",""M. A. SHIFMAN"",""A. I. VAINSHTEIN"",""V. B. VOLOSHIN"",""V. I. ZAKHAROV""]","[""Institute of Theoretical and Experimental Physics, Moscow 117259, USSR, Russia""]"
"June 1st 1994, 00:00:00.000","10.1142/9789814360166_0017","ON RELATIVE COMPACTNESS SET OF ABSTRACT FUNCTIONS FROM SCALE OF THE BANACH SPACES","[""A. G. Podgaev""]","[""Institute for Applied Mathematics, USSR Academy of Sciences, Far Eastern Branch, Khabarovsk, Russia""]"
"June 1st 1994, 00:00:00.000","10.1142/9789814360166_0016","ON BANACH ALGEBRAS OF THE POTENTIAL DIFFERENTIAL AND PSEUDODIFFERENTIAL OPERATORS","[""IRINA E. PLESHCHINSKAYA""]","[""Kazan Chemical Institute, Kazan Karl Marx Str., 68 420015, USSR, Russia""]"
"June 1st 1994, 00:00:00.000","10.1142/9789814360166_0020","AN INTERPRETATION OF GEGENBAUER POLYNOMIALS AND THEIR GENERALIZATION FOR THE CASE WITH MANY VARIABLES","[""Algimantas YANUSHAUSKAS""]","[""Institute of Mathematics, Siberian Branch of the USSR, 630090 Novosibirsk 90, USSR""]"
"May 1st 1994, 00:00:00.000","10.1142/9789812798268_0021","THE ROLE OF QUASI-ONE-DIMENSIONAL STRUCTURES IN HIGH-Tc SUPERCONDUCTIVITY","[""N. M. BOGOLIUBOV"",""V. E. KOREPIN""]","[""Leningrad Branch of Steklov Mathematical Institute, Fontanka 27, Leningrad D-11, USSR 191011, Russia""]"
"May 1st 1994, 00:00:00.000","10.1142/9789812798268_0037","Integrable spin chain with two- and three-particle interactions","[""R Z Bariev""]","[""The Kazan Physico-Technical Institute of the Academy of Sciences of the USSR, Kazan 420029, USSR""]"
"May 1st 1994, 00:00:00.000","10.1142/9789812798268_0017","Correlation functions in the one-dimensional Hubbard model","[""A. M. Finkel'shteĭn""]","[""L. D. Landau Institute of Theoretical Physics, USSR Academy of Sciences, Russia""]"
"May 1st 1994, 00:00:00.000","10.1142/9789812798268_0019","Generalization of the Landau liquid concept: example of the Luttinger liquids","[""J Carmelo"",""A A Ovchinnikov""]","[""Max-Planck-Institut für Festkörperforschung, D-7000 Stuttgart 80, Federal Republic of Germany"",""Institute of Chemical Physics, Kosigin str. 4, 117334, Moscow, USSR""]"
"February 1st 1994, 00:00:00.000","10.1142/9789812798275_0012","ALGEBRAS OF LOOPS ON SURFACES, ALGEBRAS OF KNOTS, AND QUANTIZATION","[""V. G. Turaev""]","[""LOMI, Fontanka 27, Leningrad 191011, USSR""]"
"January 1st 1994, 00:00:00.000","10.999999/ADM000793","SMIRNOV Explosion Model (Computer Diskette).",,"[""Moscow State Univ  (Ussr)""]"
"January 1st 1994, 00:00:00.000","10.999999/ADA286943","Generation of Space Debris from Explosion of Spacecrafts' Fuel Tanks","[""Nickolay Smirnov""]","[""Moscow State Univ (Ussr)""]"
"January 1st 1994, 00:00:00.000","10.999999/ADM000793","SMIRNOV Explosion Model (Computer Diskette).",,"[""Moscow State Univ  (Ussr)""]"
"October 1st 1993, 00:00:00.000","10.999999/ADA319137","Design Study of a 25-60 MA Plasma Flow Discharge Experiment Driven by a High Current Explosive Magnetocumulative Generator,","[""N. F. Popkov"",""A. S. Pikar"",""E. A. Ryaslov"",""V. I. Kargin"",""P. V. Mironychev""]","[""All-Russia Scientific Research Inst Of Experimental Phyiscs  Nizhni Novgorod ( Ussr)""]"
"September 1st 1993, 00:00:00.000","10.1142/9789814503655_0044","COMPUTER ANALYSIS AND RECOGNITION OF FUNCTIONAL SITES VIA OLIGONUCLEOTIDE PATTERN DISTRIBUTIONS","[""A. E. Kel"",""N. A. Kolchanov"",""V. V. Kapitonov"",""M. P. Ponomarenko"",""E. A. Likhachev"",""H. A. Lim"",""L. Milanesi""]","[""Institute of Cytology and Genetics of the Russian Academy of Sciences, Novosibirsk 630090 USSR, Russia"",""Institute Di Tecnologie Biomediche Avantaze, Consiglo Nazionale Delia Richerche, Milano, Italy, Italy"",""Supercomputer Computations Research Institute, Florida State University, Tallahassee, FL 32306 USA, USA""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0017","COMPUTATION OF THE WILSON LOOP FUNCTIONAL IN TWO-DIMENSIONAL U(∞) LATTICE GAUGE THEORY","[""V. A. KAZAKOV"",""I. K. KOSTOV""]","[""Moscow State University, 117234 Moscow, USSR"",""L. D. Landau Institute for Theoretical Physics, Academy of Sciences, 117334 Moscow, USSR""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0045","RECENT PROGRESS IN THE THEORY OF NONCRITICAL STRINGS","[""V. A. KAZAKOV"",""A. A. MIGDAL""]","[""Cybernetics Council, Academy of Science, ul Vavilova 40, 117333 Moscow, USSR"","" Physics Dept., B-019, UCSD La Jolla, CA 92093, USA"",""The Niels Bohr Institute, University of Copenhagen, Blegdamsvej 17, DK-2100 Copenhagen, Denmark""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0015","EXACT EQUATION FOR THE LOOP AVERAGE IN MULTICOLOR QCD","[""Yu. M. MAKEENKO"",""A. A. MIGDAL""]","[""Institute for Theoretical and Experimental Physics, Moscow, USSR"",""Landau Institute for Theoretical Physics, Moscow, USSR""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0034","MOMENTUM LOOP DYNAMICS AND RANDOM SURFACES IN QCD","[""A. A. MIGDAL""]","[""Academy of Sciences of The USSR, Space Research Institute, USSR""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0046","THE APPEARANCE OF MATTER FIELDS FROM QUANTUM FLUCTUATIONS OF 2D-GRAVITY","[""V. A. KAZAKOV""]","[""The Niels Bohr Institute, University of Copenhagen, Blegdamsvej 17, DK-2100 Copenhagen ø, Denmark"",""Cybernetics Council, Academy of Science, ul. Vavilova 40, 117333 Moscow, USSR""]"
"August 1st 1993, 00:00:00.000","10.1142/9789814365802_0044","BILOCAL REGULARIZATION OF MODELS OF RANDOM SURFACES","[""V. A. KAZAKOV""]","[""L.D. Landau Institute for Theoretical Physics, Academy of Sciences of the USSR, ul. Kosygina 2, Moscow, USSR""]"
"May 20th 1993, 00:00:00.000","10.7124/bc.000359","Oligonucleopeptides. IV. synthesis of alkylating derivatives of oligonucleotidyl-(P&rarr;N)-peptides","[""S. M. Yarmoluk"",""E. M. Ivanova"",""M. N. Ovander"",""I. V. Alekseeva"",""A. S. Shalamay"",""V. F. Zarytova""]","[""Institute of Molecular Biology and Genetics, National Academy of Sciences of Ukraine"",""Novosibirsk institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"February 1st 1993, 00:00:00.000","10.999999/ADA318838","Report on Visit to Armstrong Laboratory, Brooks AFB, San Antonio, Texas, Feb 7 - 20 1993.","[""Vladimir Serdiouk""]","[""Institute For Automated Systems Moscow (Ussr)""]"
"January 1st 1993, 00:00:00.000","10.1177/019791839302701s23","19 Post-Soviet Emigration: Today and Tomorrow","[""Lilia Shevtsova""]","[""USSR Academy of Sciences, Moscow""]"
"December 1st 1992, 00:00:00.000","10.13182/fst92-a30080","In-Beam Study of the 9Be(α,n1γ)12C Reaction and Alpha-Particle Diagnostics","[""Vasilij G. Kiptilyj"",""Alexander V. Matjukov"",""A. S. Mishin"",""Victor O. Najdenov"",""Igor A. Polunovskij"",""Leonid A. Rassadin"",""Igor N. Chugunov""]","["" A. F. Ioffe Physical Technical Institute, 194021 Leningrad, USSR""]"
"November 20th 1992, 00:00:00.000","10.7124/bc.00033f","Oligonucleopeptides. III. Synthesis and studying oligonucleotidyl-(P&rarr;N)-peptides, containing arginine","[""S. M. Yarmoluk"",""E. M. Ivanova"",""I. V. Kondratjuk"",""I. V. Alekseeva"",""A. S. Shalamay"",""V. F. Zarytova""]","[""Institute of Molecular Biology and Genetics, National Academy of Sciences of Ukraine"",""Novosibirsk institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"November 1st 1992, 00:00:00.000","10.13182/fst92-a30094","Transmutation of High-Level Fission Products and Actinides in a Laser-Driven Fusion Reactor","[""Nikolai G. Basov"",""Nikolai I. Belousov"",""Peter A. Grishunin"",""Vladimir V. Kharitonov"",""Vladislav B. Rozanov"",""Valery I. Subbotin""]","["" Moscow Engineering Physics Institute Kashirskoye Chausse, 31, 115409 Moscow, USSR"","" Obninsk Physics and Energy Institute Obninsk, USSR"","" P. N. Lebedev Physical Institute Leninsky Pr., 63, 117924 Moscow, USSR""]"
"October 1st 1992, 00:00:00.000","10.13182/nt92-a34760","Comments on “Operating Margin of Soviet RBMK-1000 Nuclear Power Reactors”","[""E. Adamov"",""S. Kuznetsov"",""Yu. Nikitin"",""Yu. Cherkashov""]","["" Research and Development Institute of Power Engineering P.O. Box 788 Moscow, 101000, USSR""]"
"September 1st 1992, 00:00:00.000","10.13182/nt92-a34712","Power Instability and Stochastic Dynamics of Periodic Pulsed Reactors","[""Evgueny P. Shabalin""]","["" Joint Institute for Nuclear Research Dubna, USSR""]"
"September 1st 1992, 00:00:00.000","10.1142/9789812833167_0003","From Classical to Quantum Chaos","[""George M. Zaslavsky""]","[""Department of Physics and Astrononly, University of Maryland, College Park, MD 20742-411, USA"",""Space Research Institute, Moscow 117810, USSR""]"
"September 1st 1992, 00:00:00.000","10.13182/nt92-a34711","Results of an Investigation of Safety Improvement and Service Life Prolongation of the BOR-60 Experimental Reactor","[""Vladimir N. Efimov"",""Gadzhy I. Gadzhiev"",""Arcady A. Minakov""]","["" V. I. Lenin Research Institute of Atomic Reactors Dimitrovgrad, Ulyanovsk Region, USSR""]"
"August 1st 1992, 00:00:00.000","10.1142/9789814537513","Particles and Cosmology","[""V. A. Matveev"",""E. N. Alexeev"",""V. A. Rubakov"",""I. I. Tkachev""]","[""Institute for Nuclear Research, Academy of Sciences of the USSR, Moscow, USSR""]"
"August 1st 1992, 00:00:00.000","10.13182/fst92-a30059","Lowering Radiation Hazards by Using D-3He Reactors","[""I. N. Golovin""]","["" Kurchatov Institute of Atomic Energy, Moscow 123182, USSR""]"
"August 1st 1992, 00:00:00.000","10.13182/fst92-a30064","Cold Fusion Studies in the USSR","[""V. A. Tsarev"",""D. H. Worledge""]","["" Lebedev Physical Institute of the Academy of Sciences of the USSR Moscow, USSR"","" Electric Power Research Institute, 3412 Hillview Avenue Palo Alto, California 94303""]"
"August 1st 1992, 00:00:00.000","10.13182/fst92-a30051","Estimates of D-3He Dracon Trap-Based Reactor Parameters","[""Vladimir Mitrofanovich Glagolev""]","["" I. V. Kurchatov Institute of Atomic Energy Kurchatov Square, Moscow 123182, USSR""]"
"July 23rd 1992, 00:00:00.000","10.999999/ADP009043","Experimental Investigation of the Premixed Combustion Instability,","[""B. I. Braynin"",""A. A. Belokon"",""V. A. Zhuk"",""V. P. Maslov"",""B. I. Mineev""]","[""Central Inst Of Aviation Motors Moscow (Ussr)""]"
"July 1st 1992, 00:00:00.000","10.1142/9789814354783_0013","TIME-ORDERED EXPONENTIALS IN QUANTUM STOCHASTIC CALCULUS","[""A.S. Holevo""]","[""Steklov Mathematical Institute, Vavilova 42, Moscow, USSR""]"
"July 1st 1992, 00:00:00.000","10.1142/9789814354783_0006","Minimal solutions in classical and quantum stochastics","[""A. M. Chebotarev""]","[""Moscow Institute for Electronic Engineering, USSR 109028 Moscow, B.Vusovski 3/12, Applied Mathematics Department, Russia""]"
"July 1st 1992, 00:00:00.000","10.13182/fst92-a29725","D-3He-Fueled Fusion Power Plant Based on the Pulsatory Field-Reversed Configuration","[""V. A. Burtsev"",""I. M. Artyugina"",""A. V. Izotova"",""V. V. Kantan"",""V. M. Kozhevin"",""M. V. Krivosheev"",""V. N. Litunovsky"",""V. A. Slabikov""]","["" D. V. Efremov Scientific Research Institute of Electrophysical Apparatus 189631, Leningrad, USSR""]"
"July 1st 1992, 00:00:00.000","10.13182/fst92-a29726","The Pulsator Concept as a Possible Technique for Formation of a Field-Reversed Configuration","[""V. A. Burtsev"",""V. M. Kozhevin"",""V. N. Litunovsky"",""A. A. Drozdov"",""N. A. Viknyanshchuk"",""I. B. Ovchinnikov"",""A. E. Soldatov""]","["" D. V. Efremov Scientific Research Institute of Electrophysical Apparatus 189631 Leningrad, USSR""]"
"June 1st 1992, 00:00:00.000","10.1177/019791839202600203","Part I: Central and Eastern Europe: The Twin Specters of Mass Unwanted Migration and Mass Involuntary Migration: Post-Soviet Emigration Today and Tomorrow","[""Lilia Shevtsova""]","[""USSR Academy of Sciences, Moscow""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006765","Photoinduced Charge Transport in Optical Damage Resistant LiNbO sub 3:Me (Me = Mg, Zn),","[""T. R. Volk"",""M. A. Ivanov"",""F. Ya. Shchapov"",""N. M. Rubinina""]","[""Moscow State Univ  (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006803","Instability of Spatial Subharmonic under Hologram Recording in a Photorefractive Crystal,","[""O. P. Nestiorkin""]","[""Chelyabinsk Polytechnic Inst (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP007601","The Spatio Temporal Dynamics of the Light Pulses in the Nonlinear Weak Guiding Optical Waveguides,","[""L. A. Melnikov"",""R. G. Bauer""]","[""Chernyshevsky State Univ  Saratov (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006774","Low-Frequency Noise and Photoinduced Scattering in Photorefractive Crystals,","[""B. I. Sturman""]","[""Institute Of Automation And Electrical Measurements  Novosibirsk (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006790","Phase-Locked Detection of Running Interference Pattern in Photorefractive SBN,","[""O. P. Nestiorkin"",""Ye. P. Shershakov"",""B. Ya. Zel'Dovich"",""N. V. Bogodaev"",""L. I. Ivleva""]","[""Chelyabinsk Polytechnic Inst (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006767","Reflection Grating Mutual Conjugator in the Geometry of Two Interconnected Ring Mirrors,","[""A. V. Mamaev"",""A. A. Zozulya""]","[""Institute For Problems In Mechanics Moscow (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006720","Increase of Mutual coherence of Light Beams in Two-wave Interaction in Photo -refractive Crystals,","[""N. V. Bogodaev"",""L. I. Ivleva"",""A. S. Korshunov"",""N. M. Polozkov"",""V. V. Shkunov""]","[""General Physics Inst  Moscow (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP007604","Correlation of UV Radiation with the Process of Second Harmonic Generation in Ge Doped Optical Fibers,","[""F. B. Baikabulov"",""P. V. Chernov"",""S. K. Isaev"",""L. S. Kornienko"",""A. O. Ribaltovsky""]","[""Moscow State Univ  (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006756","Simultaneous Diffraction of Two Light Waves in Cubic Optically Active Photorefractive Piezocrystals,","[""V. V. Shepelevich"",""N. N. Egorov""]","[""Mozyr Pedagogical Inst  (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006804","Spatial Subharmonic Generation at Intermode Interaction in Planar Waveguides,","[""V. Popov"",""E. Shandarov"",""S. Shandarov""]","[""Institute Of Automatic Control Sistems And Radioelectronics  Tomsk (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006745","Hologram Recording in GaAs through EL2 Intracentre Absorption,","[""Andrei L. Khromov"",""Michael P. Petrov""]","[""Leningradskii Politeknicheskii Inst  (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP008250","Spectral Hole Burning: Dynamical Approach to Spectral Diffusion Problem,","[""I. S. Osad'Ko""]","[""State Pedagogical Univ  Moscow (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006754","Influence of Piezoelectric and Photoelastic Effects on Pulse Hologram Recording in Photorefractive Crystals,","[""R. Litvinov"",""S. Shandarov""]","[""Institute Of Automatic Control Sistems And Radioelectronics  Tomsk (Ussr)""]"
"May 22nd 1992, 00:00:00.000","10.999999/ADP006744","Polarization Properties of Bi sub 12 Sio sub 20 Crystals,","[""T. Panchenko"",""A. Kudzin"",""Y. Potapovich"",""G. Snejnoy""]","[""Dnepropetrovsk State Univ  (Ussr) Dept Of Physics""]"
