"published_date",doi,title,authors,affiliations
"January 1st 1987, 00:00:00.000","10.1080/07493878.1987.10641646","AN EXPERIMENT IN THE COMPILATION AND USE OF A COMPLEX ENGINEERING-GLACIOLOGICAL MAP","[""N. I. Osokin"",""Ye. A. Il'yina""]","["" a   Institute of Geography , USSR Academy of Sciences""]"
"January 1st 1987, 00:00:00.000","10.1080/07493878.1987.10641654","A SEMINAR ON GEOGRAPHIC INFORMATION SYSTEMS","[""I. N. Stezhenskaya""]","["" a  Council on Problems of the Biosphere USSR Academy of Sciences""]"
"December 1st 1986, 00:00:00.000","10.13182/nse86-a18349","Calculation of the Neutron Flux in a Heterogeneous Reactor Polycell with Fuel Multirod Clusters in a One-Group P3 Approximation","[""V. E. Raevskaya""]","["" The Institute of Theoretical and Experimental Physics, 117259 Moscow, 25 Bolshaya Cheremushkinskaya, Moscow, USSR""]"
"November 20th 1986, 00:00:00.000","10.7124/bc.0001c5","DNA: supercoiling and alternative structures","[""Yu. S. Lazurkin""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"November 20th 1986, 00:00:00.000","10.7124/bc.0001cb","Interaction of alkylating oligonucleotide derivatives with mouse fibroblasts","[""V. V. Vlassov"",""O. E. Gorokhova"",""E. M. Ivanova"",""I. V. Kutyavin"",""L. V. Yurchenko"",""L. A. Yakubov"",""M. N. Abdukayumov"",""Yu. S. Skoblov""]","[""Experimental Unit, Institute of Nuclear Physics, Academy of Sciences of the Uzbek SSR"",""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"November 20th 1986, 00:00:00.000","10.7124/bc.0001c9","The all-machine synthesis of oligodeoxyribonucleotides by phosphotriester approach using automatic synthesizer «Victory-4M»","[""S. M. Gryaznov"",""V. K. Potapov"",""V. V. Gorn"",""V. F. Zarytova"",""Yu. G. Sredin"",""G. A. Potemkin"",""Z. A. Shabarova""]","[""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR"",""Special Design Technological Office of the Special Electronics and Analytical Instrument Engineering, Siberian Branch of the Academy of Sciences of the USSR"",""M. V. Lomonosov State University""]"
"November 20th 1986, 00:00:00.000","10.7124/bc.0001c6","High density lipoprotein conformation changes in the process of saturation by cholesterol","[""V. A. Noskin"",""G. E. Shmelev"",""A. V. Lomakin"",""L. G. Petrova-Mastakova"",""N. S. Parfenova"",""E. V. Belova"",""A. N. Klimov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"October 1st 1986, 00:00:00.000","10.1080/00029890.1986.11971904","A New Formula for Π","[""Yuri V. Matiyasevich"",""Richard K. Guy""]","["" LOMI, 27, Fontanka, Leningrad, 191011, USSR"","" Department of Mathematics and Statistics, The University of Calgary, Calgary, Alberta, Canada T2N IN4""]"
"October 1st 1986, 00:00:00.000","10.1080/07493878.1986.10641637","THE DEVELOPMENT AND INTRODUCTION OF AUTOMATION INTO CARTOGRAPHY","[""Ye. Ye. Shiryayev""]","["" a  USSR Research Institute on Water Management""]"
"October 1st 1986, 00:00:00.000","10.1080/07493878.1986.10641635","A CARTOGRAPHIC SIMULATION MODEL OF THE EFFECTS OF ECONOMIC ACTIVITY ON THE ENVIRONMENT","[""T. G. Nefedova""]","["" a  Institute of Geography USSR Academy of Sciences""]"
"September 20th 1986, 00:00:00.000","10.7124/bc.0001bd","The protein blotting","[""B. A. Margulis""]","[""Institute of Cytology, Academy of Sciences of the USSR""]"
"September 20th 1986, 00:00:00.000","10.7124/bc.0001c0","Experience of anaeytical isoelectrofocusing in ultrathin-layer page using aemalites, carriers-ampholytes","[""A. V. Shurkhal"",""G. T. Azimbaeva"",""A. V. Podogas"",""K. B. Musabekov"",""V. A. Pasechnik""]","[""N. I. Vavilov Institute of General Genetics, Academy of Sciences of the USSR""]"
"September 20th 1986, 00:00:00.000","10.7124/bc.0001bc","A theoretical study of the B-A transition in superhelical DNA","[""D. V. Pakhomov"",""A. V. Vologodskii""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"August 1st 1986, 00:00:00.000","10.3233/bir-1986-23407","Changes in blood flow: Hematocrit relationship in larger blood vessels","[""George Mchedlishvili"",""Manana Varazashvili""]","[""I. Beritashvili Institute of Physiology, Georgian Academy of Sciences, 14 Gotua Street, 380060 Tbilisi, USSR""]"
"July 20th 1986, 00:00:00.000","10.7124/bc.0001b6","Peculiarities of the mutagenic effect of &gamma;-rays and N-nitrosomethylurea in different periods of the DNA synthesis phase","[""Kh. A. Khakimov"",""A. K. E. Ergashev"",""G. P. Makedonov"",""A. P. Akifjev""]","[""Institute of Experimental Biology of Plants, Academy of Sciences of the Uzbek SSR"",""Institute of Chemical Physics, Academy of Sciences of the USSR"",""N. I. Vavilov Institute of General Genetics, Academy of Sciences of the USSR""]"
"July 20th 1986, 00:00:00.000","10.7124/bc.0001b2","Template-free ribosomal synthesis of polypeptides from aminoacyl-tRNAs : polyphenylalanine synthesis from phenylalanyl-tRNALys","[""G. Zh. Yusupova (Tnalina)"",""N. V. Belitsina"",""A. S. Spirin""]","[""Institute of Protein Research, Academy of Sciences of the USSR"",""A. N. Bakh Institute of Biochemistry, Academy of Sciences of the USSR""]"
"July 20th 1986, 00:00:00.000","10.7124/bc.0001b3","Structure of the calcium salt of poly(dA) : poly(dT) as revealed by the X-ray diffraction analysis in fibres","[""D. G. Alexeev"",""A. A. Lipanov"",""I. Ya. Skuratovsky""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"July 20th 1986, 00:00:00.000","10.7124/bc.0001b7","Evaluation of proto-oncogene expression in epidermis of psoriatic patients","[""E. R. Zabarovsky"",""I. V. Starkov"",""V. N. Mordovtsev"",""L. L. Kisselev""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR"",""Central Research Institute of Dermatology and Venerology, Ministry of Public Health""]"
"July 20th 1986, 00:00:00.000","10.7124/bc.0001b1","Phosphonate analogs of P1, P4-bis(5'-adenosyl)tetraphosphate (Ap4A) as inhibitors of bovine tryptophanyl-tRNA-synthetase","[""T. I. Merkulova"",""M. K. Nurbekov"",""N. B. Tarusova"",""G. K. Kovaleva""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"July 1st 1986, 00:00:00.000","10.1080/07493878.1986.10641629","THE STUDY OF CHANGES IN SOIL QUALITY BY REMOTE SENSING METHODS","[""K. Ya. Kondrat'yev"",""S. M. Somova"",""P. P. Fedchenko""]","["" a  All-Union Institute of Agricultural Meteorology Obninsk, USSR""]"
"June 1st 1986, 00:00:00.000","10.3402/tellusb.v38i3-4.15138","Reply to G. Visconti","[""G. S. Golitsyn"",""A. S. Ginsburg""]","["" Institute of Atmospheric Physics, USSR Academy of Sciences, Pyzhevsky 3, Moscow 10901 7, USSR""]"
"May 20th 1986, 00:00:00.000","10.7124/bc.0001a6","A pH-dependent structural transition in the homopurine-homopyrimidine tract in superhelical DNA","[""V. I. Lyamichev"",""S. M. Mirkin"",""M. D. Frank-Kamenetskii""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"May 20th 1986, 00:00:00.000","10.7124/bc.0001a7","The ionic strength dependence of the cooperativity factor in DNA melting","[""S. A. Kozyavkin"",""S. M. Mirkin"",""B. R. Amirikyan""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"May 20th 1986, 00:00:00.000","10.7124/bc.0001a8","Primary structure of the bacterial formate dehydrogenase determination of N-terminal amino acid sequence and isolation of cysteine-containing peptides","[""T. B. Ustinnikova"",""V. O. Popov"",""A. M. Egorov"",""Ts. A. Egorov""]","[""N. I. Vavilov Institute of General Genetics, Academy of Sciences of the USSR"",""A. N. Bakh Institute of Biochemistry, Academy of Sciences of the USSR"",""M. V. Lomonosov State University""]"
"May 20th 1986, 00:00:00.000","10.7124/bc.0001ab","The third site of the 70S ribosome for aminoacyl-tRNA analogue binding","[""D. B. Dorokhov"",""S. B. Board"",""Yu. P. Semenkov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Academy of Sciences of the Moldavian SSR""]"
"May 1st 1986, 00:00:00.000","10.1193/1.1585404","Strong Motion Report, April 1985‐Sept. 1985","[""Jorge Prince""]","[""Tadzhik Inst. of Seismic‐Resistant Construction and Seismology Aini St 121, Dushanbe 29 Tadzhik SSR, USSR"",""U.S. Geological Survey 345 Middlefield Rd., MS 977 Menlo Park, California 94025 USA"",""Earthquake Eng. Inst. de Ingenieria UNAM, Ciudad Universitaria Mexico 20 DF, Mexico"",""Universidad de Chile Casilla 5373 Santiago, Chile""]"
"April 1st 1986, 00:00:00.000","10.1080/07493878.1986.10641620","ON THE ESSENCE OF THE LANGUAGE OF THE MAP","[""A. A. Lyutyy""]","["" a  Institute of Geography USSR Academy of Sciences""]"
"April 1st 1986, 00:00:00.000","10.1080/04353676.1986.11880157","Studies of Aeolian Processes on Seashores of the Soviet Union","[""Yurii D. Shuisky""]","["" Odessa State University, USSR""]"
"March 20th 1986, 00:00:00.000","10.7124/bc.00019e","Catalytic activity of aspartate aminotransferase microcrystals","[""V. M. Kochkina""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"March 20th 1986, 00:00:00.000","10.7124/bc.0001a2","Identification of DNA fragments specific to regulatory regions of glucocorticoid-regulated genes by the computer analysis method","[""T. I. Merkulova"",""V. V. Soloviev"",""N. A. Kolchanov"",""S. Yu. Plisov"",""L. V. Baranova"",""V. M. Merkulov"",""R. I. Salganik""]","[""Institute of Cytology and Genetics, Siberian Branch of the Academy of Sciences of the USSR""]"
"March 20th 1986, 00:00:00.000","10.7124/bc.0001a0","Stability of copper (II) complexes with denatured DNA in solutions of various ionic strength","[""A. P. Baby"",""I. A. Bagaveev"",""A. A. Uminsky"",""G. N. Saenko""]","[""Institute of Chemistry of the Far-East Research Centre, Academy of Sciences of the USSR""]"
"March 20th 1986, 00:00:00.000","10.7124/bc.0001a3","Conformation of the OR3 operator of phage &lambda; and its fragment in aqueous and aqueous-trifluoroethanol solutions","[""V. I. Ivanov"",""L. E. Minchenkova"",""A. K. Shchelkina"",""B. K. Chernov"",""A. P. Yartsev"",""M. P. Kirpichnikov""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"March 20th 1986, 00:00:00.000","10.7124/bc.0001a4","Specific interaction of the cro-repressor with operator site models. Circular dichroism studies","[""M. P. Kirpichnikov"",""A. P. Yartsev"",""L. E. Minchenkova"",""B. K. Chernov"",""V. I. Ivanov""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"February 1st 1986, 00:00:00.000","10.1080/00385417.1986.10640641","THE SYSTEM OF PROTECTED NATURAL AREAS IN THE USSR AND PROSPECTS FOR ITS DEVELOPMENT","[""Yu. A. Isakov"",""V. V. Krinitskiy""]","["" b  Main Administration for the Conservation of Nature, Nature Reserves and Forest and Game Management, Ministry of Agriculture USSR"","" a  Institute of Geography , Moscow""]"
"January 20th 1986, 00:00:00.000","10.7124/bc.000105","Investigation of polydisperse actin solutions by quasi-elastic light scattering","[""P. D. Dobychin"",""A. V. Lomakin"",""N. G. Mevkh"",""V. A. Noskin"",""S. M. Balabonov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR""]"
"January 20th 1986, 00:00:00.000","10.7124/bc.000103","Study of ATP and pyrophosphate-binding sites of tryptophanyl-trna synthetase by phosphonate analogs of ATP and pyrophosphate","[""T. I. Merkulova"",""M. K. Nurbekov"",""G. K. Kovaleva""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"January 1st 1986, 00:00:00.000","10.1155/1986/58675","Review of the Fossil Tiphiidae, With Description of a New Species (Hymenoptera)","[""A. P. Rasnitsyn""]","[""Paleontological Institute, Academy of Sciences of the USSR, Profusoyuznaja, 113, Moscow 117868, Russia""]"
"January 1st 1986, 00:00:00.000","10.1155/lc.6.103","Inverse Electronic Relaxation at IR Multiple-Photon Excitation of Molecules","[""A. A. Puretzky""]","[""Institute of Spectroscopy, Academy of Sciences USSR, Moscow Region, Troitzk 142092, Russia""]"
"January 1st 1986, 00:00:00.000","10.1155/lc.6.85","IR MPD of CDF3 in Two-frequency IR Fields","[""D. D. Bhawalkar"",""U. K. Chatterjee"",""J. P. Mittal"",""U. Nundy"",""V. Parthasarathy"",""K. V. S. Rama Rao"",""S. K. Sarkar"",""N. S. Shikharkhane"",""A. A. Puretzky""]","[""Institute of Spectroscopy, Academy of Sciences, USSR, Troitzk, Moscow 142092, Russia"",""Bhabha Atomic Research Centre, Trombay, Bombay 400 085, India""]"
"November 20th 1985, 00:00:00.000","10.7124/bc.000194","Interaction of the tRNAPhe-C-C-A(3'NH)-Phe with a small subunit of Escherichia coli","[""D. B. Dorokhov"",""V. S. Shwarts"",""Yu. P. Semenkov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Department of Plant Genetics, Academy of Sciences of the Moldavian SSR""]"
"November 20th 1985, 00:00:00.000","10.7124/bc.000191","New inhibitors of DNA and RNA biosynthesis in vitro and in vivo","[""R. Sh. Babealashvilli"",""Z. G. Chidgeavadze"",""A. A. Krayevsky"",""M. K. Kukhanova"",""A. M. Atrazhev"",""A. V. Azhaev"",""T. V. Kutateladze""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR"",""Institute of Physiology, Academy of Sciences of the Georgian SSR,"",""Research Institute of Experimental Cardiology, National Cardiological Research Centre, Academy of Medical Sciences of the USSR""]"
"November 20th 1985, 00:00:00.000","10.7124/bc.000190","Oligonucleotide sequences selectively bound by Escherichia coli RNA polymerase","[""V. L. Knorre"",""L. K. Savinkova"",""R. I. Salganik""]","[""Institute of Cytology and Genetics, Siberian Branch of the Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.000188","Synthesis on single-stranded circular phage M13 DNA by DNA polymerase of nuclear silkworm polyhedrosis virus","[""D. O. Ataeva"",""K. A. Marlyev"",""P. K. Kullyev"",""V. S. Mikhailov""]","[""N. K. Koltsov Institute of Developmental Biology, Academy of Sciences of the USSR"",""Institute of Zoology, Academy of Sciences of the Turkmen SSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.000189","Comparative study of DNA polymerases &alpha; and &beta; from sea urchin embryos","[""L. L. Terentiev"",""N. A. Terentieva"",""V. A. Rasskazov""]","[""Pacific Institute of Bioorganic Chemistry, Far Eastern Research Centre, Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.00018b","Correction of DNA polymerase mistakes and 3'&rarr;5'-exonucleases of the rat liver","[""N. V. Belyakova"",""N. E. Kleiner"",""T. P. Kravetskaya"",""O. K. Legina"",""N. A. Timchenko"",""V. M. Krutyakov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.00018c","Radiation-induced unscheduled synthesis of DNA and DNA polymerase activity at the nuclear matrix","[""V. G. Bezlepkin"",""Yu. Yu. Malinovsky"",""A. I. Gaziev""]","[""Institute of Biological Physics, Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.00018e","Modification of E. coli phenylalanyl-tRNA synthetase by l,N6-ethenoadenosine-5'-triphosphate","[""V. N. Podust"",""G. A. Nevinsky"",""O. I. Lavrik""]","[""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.00018a","E. coli DNA polymerase I: primer-template-dependent enzyme inactivation by imidazolides of deoxynucleoside-5'-triphosphates","[""G. A. Nevinsky"",""S. V. Doronin"",""O. I. Lavrik""]","[""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"September 20th 1985, 00:00:00.000","10.7124/bc.000187","Replicon organization of the genome of higher organisms: critical analysis of racts and hypothesis","[""N. A. Liapunova""]","[""Institute of Medical Genetics, Academy of Medical Sciences of the USSR""]"
"July 20th 1985, 00:00:00.000","10.7124/bc.000180","Quantitative study of interaction of deacylated tRNA with the P, A and E sites of Escherichia coli ribosomes","[""Yu. P. Semenkov"",""E. M. Makarov"",""S. V. Kirillov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR""]"
"July 20th 1985, 00:00:00.000","10.7124/bc.00017f","The role of polyanions as DNA conformons and competitors in chromatin organization","[""V. D. Paponov""]","[""Institute of Medical Genetics, Academy of Medical Sciences of the USSR""]"
"July 20th 1985, 00:00:00.000","10.7124/bc.000185","Steroid-receptor complexes and mechanism for regulation of the eucaryotic genome transcription","[""G. A. Romanov""]","[""K. A. Timiryazev Institute of Plant Physiology, Academy of Sciences of the USSR""]"
"July 1st 1985, 00:00:00.000","10.1080/07493878.1985.10641590","PLANNING AN OPTIMAL SYSTEM OF POINT SYMBOLS","[""Ye. Ye. Shiryayev""]","["" a  USSR Research Institute on Water Management""]"
"July 1st 1985, 00:00:00.000","10.1080/07493878.1985.10641595","THE WORLD ATLAS OF SNOW AND ICE RESOURCES","[""V. M. Kotlyakov"",""N. N. Dreyner""]","["" a  Institute of Geography USSR Academy of Sciences""]"
"May 20th 1985, 00:00:00.000","10.7124/bc.00001e","2',3'-dideoxy-3'-aminonucleoside-5'-triphosphates inhibit repair DNA synthesis in rat liver chromatin","[""A. A. Kraevsky"",""M. K. Kukhanova"",""L. A. Alexandrova"",""N. V. Belyakova"",""V. M. Krutyakov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"May 20th 1985, 00:00:00.000","10.7124/bc.000026","The stability of recombinant filamentous phages is reduced in the presence of the rpoB gene promoter","[""E. B. Paton"",""M. I. Woodmaska"",""E. D. Sverdlov""]","[""M. M. Shemyakin Institute of Bioorganic Chemistry, Academy of Sciences of the USSR,"",""Institute of Molecular Biology and Genetics, Academy of Sciences of the Ukrainian SSR""]"
"May 20th 1985, 00:00:00.000","10.7124/bc.00001f","Phosphorylation of 3'-deoxy-3'-aminothymidine in the mouse myeloma p38ag653 cell culture and its incorporation into DNA","[""S. V. Kochetkova"",""M. K. Kukhanova"",""A. A. Krayevsky""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"May 20th 1985, 00:00:00.000","10.7124/bc.000021","Histone H1 and transcriptionally active chromatin regions","[""A. A. Karavanov""]","[""N. K. Koltsov Institute of Developmental Biology, Academy of Sciences of the USSR""]"
"May 1st 1985, 00:00:00.000","10.1142/9789814415255_0006","Tetrahedron Equations and the Relativistic S-Matrix of Straight-Strings in 2 + 1-Dimensions","[""A. B. Zamolodchikov""]","[""Landau Institute of Theoretical Physics, Vorobyevskoe Shosse, 2, Moscow V-334, USSR""]"
"May 1st 1985, 00:00:00.000","10.13182/nse85-a17425","On the Boundary Perturbation Theory as Applied to Nuclear Reactors","[""Yu. V. Petrov"",""E. G. Sakhnovsky""]","["" Leningrad Nuclear Physics Institute, Gatchina, Leningrad 188350, USSR""]"
"May 1st 1985, 00:00:00.000","10.1002/j.1996-8175.1985.tb02508.x","MYCOLOGICAL HERBARIA OF THE SOVIET UNION","[""Erast Parmasto""]","[""Head of the Department of Mycology; Institute of Zoology and Botany of the Estonian SSR Academy of Sciences; 21 Vanemuise St. 202400 Tartu Estonian SSR USSR""]"
"May 1st 1985, 00:00:00.000","10.13182/nse85-a17431","Multiplicity Spectrometer for Measuring Neutron Cross Sections","[""G. V. Muradyan"",""Yu. V. Adamchuk"",""Yu. G. Shchepkin"",""M. A. Voskanyan""]","["" Gosudarstvennyi Komitet po Ispol’zovaniyu Atomnoi Energii SSR Institut Atomnoi Energii im I. V. Kurchatova, 12 31 82 Moscow D-182, USSR""]"
"May 1st 1985, 00:00:00.000","10.1080/00029890.1985.11971621","An Inequality Concerning Minors of a Semidefinite Matrix","[""Boris Kimelfeld""]","["" Konakovsky pr. 15, apt. 23, Moscow 125565, USSR""]"
"May 1st 1985, 00:00:00.000","10.3402/tellusb.v37i3.15015","Comparative estimates of climatic consequences of Martian dust storms and of possible nuclear war","[""G. S. Golitsyn"",""A. S. Ginsburg""]","["" Institute of Atmospheric Physics, USSR Academy of Sciences, Pyzhevsky 3, Moscow 109017, USSR""]"
"April 1st 1985, 00:00:00.000","10.3233/isp-1985-3236801","On the influence of different operating conditions on the level of external ice forces on the propeller-shaft system of a single-screw ship","[""V.S. Shpakoff"",""H. Segercrantz""]","[""Product Development Department, Wärtsilä Helsinki Shipyard, Helsinki, Finland"",""Krylov Shipbuilding Research Institute, Leningrad, USSR""]"
"April 1st 1985, 00:00:00.000","10.1080/07493878.1985.10641586","THE STUDY OF SOIL-VEGETATION DYNAMICS THROUGH REMOTE SENSING","[""V. D. Konstantinov"",""S. M. Gorozhankina""]","["" a   Forest and Timber Institute Siberian Division , USSR Academy of Sciences""]"
"April 1st 1985, 00:00:00.000","10.1080/07493878.1985.10641583","MAPPING GEOMORPHOLOGIC HAZARDS WITH SPACE IMAGERY","[""A. D. Abalakov""]","["" a   Institute of Geography Siberian Division , USSR Academy of Sciences , Irkutsk""]"
"March 20th 1985, 00:00:00.000","10.7124/bc.000017","Inhibition of replicative DNA synthesis in nuclei of sea urchin (Strongylocentrotus intermwium) embryo by 2', 3'-dideoxy-3'-aminonucleoside 5'-triphosphates","[""M. K. Kukhanova"",""A. A. Kraevsky"",""N. A. Terentieva"",""V. A. Rasskazov""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR"",""Pacific Ocean Institute of Bioorganic Chemistry, Academy of Sciences of the USSR""]"
"March 20th 1985, 00:00:00.000","10.7124/bc.000016","Immunomorphological and biochemical studies on intracellular distribution of tryptophanyl-tRNA synthetase from higher eukaryotes","[""E. L. Paley"",""V. N. Baranov"",""N. E. Zinoviev"",""L. L. Kisselev""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR"",""Institute of Carcinogenesis, All-Union Cancer Research Centre, Academy of Medical Sciences of the USSR""]"
"March 1st 1985, 00:00:00.000","10.13182/nse85-a17549","Statistical Estimates of Thermal Neutron Capture Cross Sections","[""Yu. V. Petrov"",""A. I. Shlyakhter""]","["" Leningrad Nuclear Physics Institute Gatchina, Leningrad 188350, USSR""]"
"February 15th 1985, 00:00:00.000","10.1143/jpsj.54.818","Observation of the Soft Polar Mode in the Paraelectric Phase of Li2Ge7O15","[""Alexander A. Volkov"",""Gennadi V. Kozlov"",""Yuri G. Goncharov"",""Mitsuo Wada"",""Akikatsu Sawada"",""Yoshihiro Ishibashi""]","[""Synthetic Crystal Research Laboratory, Faculty of Engineering, Nagoya University"",""Institute for General Physics, Academy of Sciences of the USSR""]"
"February 1st 1985, 00:00:00.000","10.1002/j.1551-8833.1985.tb05480.x","Misinterpretation of Soviet View Corrected","[""Vladimir S. Vasiliev""]","[""Moscow USSR""]"
"January 20th 1985, 00:00:00.000","10.7124/bc.000013","Alpha-amylase gene as a model for secretion vector construction","[""A. V. Sorokin"",""Yu. V. Jomantas"",""A. S. Avakov"",""V. G. Bogush"",""G. Z. Gaida"",""A. Ya. Strongin"",""Yu. I. Kozlov"",""A. I. Stepanov"",""V. G. Debabov""]","[""All-Union Research Institute of Genetics and Breeding of Industrial Microorganism, Glavmicrobioprom at Council of Ministers of the USSR""]"
"January 20th 1985, 00:00:00.000","10.7124/bc.000011","Protein composition and organization of the nuclear matrix","[""I. B. Zbarsky""]","[""N. K. Koltsov Institute of Developmental Biology, Academy of Sciences of the USSR""]"
"January 20th 1985, 00:00:00.000","10.7124/bc.00000d","B&ndash;A transition in DNA and transcription","[""V. I. Ivanov""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"January 20th 1985, 00:00:00.000","10.7124/bc.000012","DNA-topoisomerases of proliferating animal cells","[""V. V. Terskikh"",""I. B. Bronstein"",""I. I. Gromova"",""A. V. Timofeev"",""K. A. Kafiani""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR""]"
"January 20th 1985, 00:00:00.000","10.7124/bc.00000e","Enhancement of genetic apparatus of teleost fish embryos after snRNA microinjection","[""V. P. Korzh"",""T. A. Burakova"",""A. L. Mazin"",""A. A. Neyfakh""]","[""N. K. Koltsov Institute of Developmental Biology, Academy of Sciences of the USSR"",""M. V. Lomonosov State University""]"
"January 1st 1985, 00:00:00.000","10.1111/j.1558-5646.1985.tb04099.x","TWO KINDS OF GENETIC VARIABILITY AND THE PROBLEM OF SPECIATION","[""Yuri P. Altukhov""]","[""Institute of General Genetics; USSR Academy of Sciences; GSP-1 117809 Moscow B-333, Gubkin St., 3 U.S.S.R.""]"
"January 1st 1985, 00:00:00.000","10.13182/fst85-a24514","Authors – January 1985","[""Ronald D. Boyd"",""M. Tetenbaum"",""A. K. Fischer"",""C. E. Johnson"",""Farrokh Najmabadi"",""Robert W. Conn"",""Don Steiner"",""R. C. Block"",""B. K. Malaviya"",""J. Reece Roth"",""Kohtaro Ueki"",""Yuichi Ogawa"",""Hiroshi Naito"",""Tomonori Hyodo"",""Kenzo Miya"",""Takayuki Lizuka"",""Joseph Silverman"",""S. Z. Fixler"",""G. W. Gilchrist"",""J. Bialek"",""A. Tsechanski"",""G. Shani"",""C. W. Gordon"",""A. A. Harms""]","["" PhD, California Institute of Technology, 1968"","" PhD, nuclear engineering, University of California, Berkeley, 1982"","" BME, City College of New York, 1955; MME, Polytechnic Institute of New York, 1961"","" BS, chemical engineering, 1960; MS, 1962, and PhD, 1967, nuclear engineering, Massachusetts institute of Technology (MIT)"","" PhD, chemistry, Michigan State University, 1958"","" PhD, nuclear engineering, University of Washington, 1969"","" PhD, physical chemistry, Polytechnic Institute of Brooklyn, 1954"","" BS, mechanical engineering, Tuskegee Institute, 1968; PhD, mechanical engineering, University of Michigan, 1976"","" MSc, electrical engineering, Ryazan Institute of Radio Engineering, USSR, 1967; PhD, nuclear engineering, Ben-Gurion University of the Negev, Beer-Sheva, Israel, 1981"","" SB, physics, Massachusetts Institute of Technology, 1959; PhD, engineering physics, Cornell University, 1963"","" BS, physics, 1947, and DrEng, nuclear engineering, Kyoto University"","" PhD, Columbia University, 1951"","" BS, electrical engineering, Newark College of Engineering, 1950; MS, physics, Columbia University, 1953; PhD, nuclear physics, Duke University, 1956"","" PhD, UT, 1984"","" PhD, physics, Nagoya University, 1980"","" BE, mechanical engineering, State University of New York at Stony Brook, 1981"","" BA Sc; engineering science, University of Toronto, 1974; ME, engineering physics, 1976, and PhD, nuclear engineering, 1979, McMaster University (MU)"","" BA, chemistry, New York University, 1953; MA, 1955, and PhD, 1958, inorganic chemistry, Harvard University"","" PhD, engineering, University of Tokyo, Japan, 1981"","" BSc, electrical engineering, 1964, and MSc, nuclear science, 1966, Technion, Israel; PhD, nuclear engineering, Cornell University, 1970"","" BSc (Hons.) and MSc, mathematics and physics, Banaras University; AM and PhD, physics, Harvard University, 1964"","" PhD, University of Tokyo (UT), 1969"","" BS, engineering science, State University of New York, 1968; MS, mathematics, 1972, and MS, physics, 1981, Stevens Institute of Technology"","" BS, nuclear engineering, Tokai University""]"
"January 1st 1985, 00:00:00.000","10.1080/02723646.1985.10642263","STRUCTURAL GEOMORPHOLOGY OF THE WEST AUSTRALIAN BASIN","[""V. I. Kara""]","["" a   Southern Seas Geology Division , USSR Institute of Ocean Geophysics""]"
"January 1st 1985, 00:00:00.000","10.1155/lc.5.133","Capillar Gas Chromatography With Laser Optothermal Detection","[""V. P. Zharov"",""S. G. Montanari""]","[""Institute of Spectroscopy, Academy of Science of the USSR, Moscow Region, Troitzk 142092, Russia"",""Moscow High Technical School, Moscow 107005, Russia""]"
